h3id,population_fraction
852a308bfffffff,2407.427492667106
852a309bfffffff,0.0
852a30c3fffffff,3711.3961833280873
852a30c7fffffff,218.12589656825494
852a30d3fffffff,16754.912333016426
852a30d7fffffff,20073.01108942184
852a30dbfffffff,458.5599143430526
852a3403fffffff,1312.0560924467122
852a340bfffffff,94560.20086352366
852a340ffffffff,239.70803160711418
852a3413fffffff,6371.170528666693
852a3417fffffff,363.48923107056413
852a341bfffffff,17967.472226802045
852a3443fffffff,17861.896127979606
852a3447fffffff,50765.42809538023
852a344bfffffff,6011.125636302597
852a344ffffffff,14726.6424016821
852a3453fffffff,14532.49916636079
852a3457fffffff,37908.32142236608
852a345bfffffff,6843.595318950404
852a3463fffffff,15184.892005339563
852a3467fffffff,0.0
852a346bfffffff,22856.137879362475
852a346ffffffff,8818.975182836899
852a3473fffffff,34381.322807641525
852a3477fffffff,0.0
852a347bfffffff,37677.05234205615
852a3483fffffff,5034.660035737363
852a3487fffffff,39.88994921470157
852a348bfffffff,13723.479960770203
852a348ffffffff,3823.7714238595568
852a3493fffffff,7121.219256199044
852a3497fffffff,2976.0481461872555
852a349bfffffff,6457.570100150178
852a34b3fffffff,0.0
852a34bbfffffff,0.0
852a34c3fffffff,27421.18603530756
852a34c7fffffff,32061.09655822036
852a34cbfffffff,43490.83872189309
852a34cffffffff,13592.27963192977
852a34d3fffffff,11308.711889827986
852a34d7fffffff,9123.19926196924
852a34dbfffffff,21375.72665088208
852a3683fffffff,161.66384790019808
852a3687fffffff,2318.4330903189393
852a3693fffffff,3223.72885836149
852a3697fffffff,3599.8584138915676
852a36a3fffffff,2680.0547206591054
852a36a7fffffff,17116.572877135466
852a36b3fffffff,6958.673698675721
852a36b7fffffff,16673.13922477242
852b1007fffffff,575.2624627226634
852b100bfffffff,149.9710564471734
852b100ffffffff,4770.954553116645
852b1023fffffff,1623.6437495470982
852b1027fffffff,6484.482530031743
852b102bfffffff,411.380991622071
852b102ffffffff,3221.193486786021
852b1033fffffff,596.986803623528
852b1037fffffff,507.62866856679807
852b103bfffffff,1214.7132789391226
852b1063fffffff,1829.270966008387
852b1067fffffff,349.71954547658993
852b106bfffffff,76.07252218100885
852b106ffffffff,98.04321862379588
852b1073fffffff,2746.7021428145526
852b1077fffffff,891.1409829605195
852b107bfffffff,171.1679265109941
852b1143fffffff,5711.746916104786
852b1147fffffff,907.8125485582214
852b114bfffffff,1284.5766607517132
852b114ffffffff,471.4558086393674
852b1153fffffff,2705.6301424496005
852b1157fffffff,379.3776338263923
852b115bfffffff,7122.303721498874
852b1163fffffff,6005.019245777241
852b1167fffffff,750.5134839800025
852b116bfffffff,1234.2546290447663
852b116ffffffff,1312.9808830844638
852b1173fffffff,88.11430856999803
852b117bfffffff,552.7900570848807
852b11cbfffffff,78.87315228425167
852b1223fffffff,30.766356847750238
852b1227fffffff,97.6567107240169
852b122ffffffff,34.33610209504411
852b1233fffffff,27.14265541984666
852b1237fffffff,98.29333203564063
852b12a3fffffff,99.57917082517379
852b12a7fffffff,98.08896805963711
852b12abfffffff,23.473398341463017
852b12affffffff,98.93414591718042
852b12b3fffffff,27.40514234455111
852b12b7fffffff,7.452348739632129
852b12bbfffffff,17.017227056694576
852b1303fffffff,14.323540263778698
852b1307fffffff,28.35276962625131
852b130bfffffff,14.484013668973082
852b130ffffffff,14.220422677182686
852b1313fffffff,83.23205536444117
852b1317fffffff,72.8656739153969
852b131bfffffff,84.46034656772574
852b1323fffffff,19.4593699388785
852b1327fffffff,88.02952978801
852b132bfffffff,14.028309346776107
852b132ffffffff,13.927724531097647
852b1333fffffff,104.08006520973905
852b1337fffffff,159.56517005661982
852b133bfffffff,14.118022968300798
852b1343fffffff,88.10028426860829
852b1347fffffff,14.830950071217323
852b134bfffffff,92.49299159825533
852b134ffffffff,32.687591791097915
852b1353fffffff,96.95080942632904
852b1357fffffff,86.55180869958885
852b135bfffffff,97.02426330784206
852b1363fffffff,14.14083496150424
852b1367fffffff,14.039591339307508
852b136bfffffff,32.40768436906777
852b136ffffffff,15.864190392234578
852b1373fffffff,14.23195496359043
852b1377fffffff,14.129717207297245
852b137bfffffff,14.460499544087083
852b1383fffffff,615.820172500247
852b1387fffffff,809.4069468951753
852b138bfffffff,96.70620482291503
852b138ffffffff,164.6952890291364
852b1393fffffff,597.8941148278261
852b1397fffffff,1791.156786330662
