h3id,population_fraction
882a308801fffff,0.0
882a308803fffff,0.0
882a308805fffff,0.0
882a308807fffff,0.0
882a308809fffff,0.0
882a30880bfffff,0.0
882a30880dfffff,0.0
882a308811fffff,0.0
882a308813fffff,0.0
882a308815fffff,0.0
882a308817fffff,0.0
882a308819fffff,0.0
882a30881bfffff,0.0
882a30881dfffff,0.0
882a308821fffff,14.909002364546003
882a308823fffff,3.798221757432741
882a308825fffff,70.52234986408988
882a308827fffff,70.35335951227175
882a308829fffff,0.0
882a30882bfffff,0.0
882a30882dfffff,31.357179293500224
882a308831fffff,0.0
882a308833fffff,0.0
882a308835fffff,0.0
882a308837fffff,0.0
882a308839fffff,0.0
882a30883bfffff,0.0
882a30883dfffff,0.0
882a308841fffff,0.0
882a308843fffff,0.0
882a308845fffff,0.0
882a308847fffff,0.0
882a308849fffff,0.0
882a30884bfffff,0.0
882a30884dfffff,0.0
882a308851fffff,0.0
882a308853fffff,0.0
882a308855fffff,0.0
882a308857fffff,0.0
882a30885dfffff,0.0
882a308861fffff,0.0
882a308863fffff,0.0
882a308865fffff,0.0
882a308867fffff,0.0
882a308869fffff,0.0
882a30886bfffff,0.0
882a30886dfffff,0.0
882a308881fffff,0.0
882a308883fffff,0.0
882a308885fffff,0.0
882a308887fffff,0.0
882a308889fffff,0.0
882a30888dfffff,0.0
882a3088a1fffff,0.0
882a3088a3fffff,0.0
882a3088a9fffff,0.0
882a3088abfffff,0.0
882a3088adfffff,0.0
882a3088b1fffff,0.0
882a3088b5fffff,0.0
882a3088b9fffff,0.0
882a3088bdfffff,0.0
882a3088c1fffff,0.0
882a3088c5fffff,0.0
882a3088c7fffff,0.0
882a3088cdfffff,0.0
882a3088e1fffff,0.0
882a3088e3fffff,0.0
882a3088e5fffff,0.0
882a3088e7fffff,0.0
882a3088e9fffff,0.0
882a3088ebfffff,0.0
882a3088edfffff,0.0
882a308901fffff,70.58479803725267
882a308903fffff,70.5562811486556
882a308905fffff,70.59610443948547
882a308907fffff,54.29261493484454
882a308909fffff,70.60201401445893
882a30890bfffff,70.57348726693554
882a30890dfffff,70.61332948665681
882a308911fffff,70.51647743853009
882a308913fffff,44.47876069618351
882a308915fffff,55.72874999672439
882a308917fffff,15.15609816256042
882a308919fffff,70.53366464826834
882a30891bfffff,70.50517171032452
882a30891dfffff,70.54497507809255
882a308929fffff,52.789283719813085
882a30892dfffff,11.082379642039742
882a308941fffff,30.803700597187383
882a308943fffff,70.61923078253699
882a308945fffff,58.44892744531312
882a308947fffff,70.63055532986337
882a308949fffff,0.0
882a30894bfffff,0.0
882a30894dfffff,0.0
882a308951fffff,70.57936997376508
882a308953fffff,70.55085264173033
882a308955fffff,70.59069417508452
882a308957fffff,70.56217213341061
882a308959fffff,12.985308464425161
882a30895bfffff,43.538713565053236
882a30895dfffff,54.19027796729416
882a308961fffff,70.65319130679906
882a308963fffff,70.62464058690561
882a308965fffff,70.6645027267111
882a308967fffff,70.63594731016742
882a308969fffff,70.67043610554205
882a30896bfffff,70.64187550648204
882a30896dfffff,70.68175660872424
882a3089c1fffff,4.1314150387941915
882a3089c9fffff,40.01726448500996
882a3089cbfffff,0.0
882a3089cdfffff,47.38715045059503
882a3089d1fffff,0.0
882a3089d9fffff,0.0
882a3089dbfffff,0.0
882a3089ddfffff,0.0
882a308a23fffff,0.0
882a308a25fffff,0.0
882a308a27fffff,0.0
882a308a35fffff,0.0
882a308a37fffff,0.0
882a308b01fffff,0.0
882a308b03fffff,0.0
882a308b05fffff,0.0
882a308b07fffff,0.0
882a308b09fffff,0.0
882a308b0bfffff,0.0
882a308b0dfffff,0.0
882a308b11fffff,0.0
882a308b13fffff,0.0
882a308b15fffff,0.0
882a308b17fffff,0.0
882a308b19fffff,0.0
882a308b1bfffff,0.0
882a308b1dfffff,0.0
882a308b21fffff,0.0
882a308b23fffff,0.0
882a308b25fffff,0.0
882a308b27fffff,0.0
882a308b29fffff,0.0
882a308b2bfffff,0.0
882a308b2dfffff,0.0
882a308b31fffff,0.0
882a308b33fffff,0.0
882a308b35fffff,0.0
882a308b37fffff,0.0
882a308b39fffff,0.0
882a308b3bfffff,0.0
882a308b3dfffff,0.0
882a308b53fffff,0.0
882a308b55fffff,0.0
882a308b57fffff,0.0
882a308b61fffff,0.0
882a308b63fffff,0.0
882a308b65fffff,0.0
882a308b67fffff,0.0
882a308b69fffff,0.0
882a308b6dfffff,0.0
882a309801fffff,0.0
882a309803fffff,0.0
882a309805fffff,0.0
882a309807fffff,0.0
882a309809fffff,0.0
882a30980bfffff,0.0
882a30980dfffff,0.0
882a309811fffff,0.0
882a309813fffff,0.0
882a309815fffff,0.0
882a309817fffff,0.0
882a309819fffff,0.0
882a30981bfffff,0.0
882a30981dfffff,0.0
882a309821fffff,0.0
882a309823fffff,0.0
882a309825fffff,0.0
882a309827fffff,0.0
882a309829fffff,0.0
882a30982bfffff,0.0
882a30982dfffff,0.0
882a309831fffff,0.0
882a309833fffff,0.0
882a309835fffff,0.0
882a309837fffff,0.0
882a309839fffff,0.0
882a30983bfffff,0.0
882a30983dfffff,0.0
882a309841fffff,0.0
882a309843fffff,0.0
882a309845fffff,0.0
882a309847fffff,0.0
882a309849fffff,0.0
882a30984bfffff,0.0
882a30984dfffff,0.0
882a309851fffff,0.0
882a309853fffff,0.0
882a309855fffff,0.0
882a309857fffff,0.0
