GEOID20,h3_fraction,h3id
230110205001020,0.5246269475804349,862b1a09fffffff
230110205001020,0.027953573768371518,862b1a727ffffff
230110205001020,0.44741947865119364,862b1a737ffffff
230110220003008,0.31321708332171944,862b1a46fffffff
230110220003008,0.6867829166782503,862b1a467ffffff
230110104002032,0.9999999999999997,862b1a687ffffff
230110230011002,0.355924163339908,862b1a44fffffff
230110230011002,0.6440758366600919,862b1a447ffffff
230110104002001,0.9999999999999996,862b1a6afffffff
230110220002007,0.9999999999999997,862b1a467ffffff
230110155001016,0.9999999999999994,862ba9b77ffffff
230110200003011,1.0000000000000002,862b1a637ffffff
230110110003001,0.627448836215272,862b1a6c7ffffff
230110110003001,0.3725511637843979,862b1a6f7ffffff
230110230021018,0.02544103825601563,862b1a44fffffff
230110230021018,0.05022142419915858,862b1a45fffffff
230110230021018,0.924337537544826,862b1a7a7ffffff
230110220003021,1.0000000000000004,862b1a46fffffff
230110220001023,1.0000000000000009,862b1a467ffffff
230099667001011,0.7835845453899145,862b184c7ffffff
230099667001011,0.051696520563144124,862b184dfffffff
230099667001011,0.16471893404691396,862b184d7ffffff
230099664002012,0.9999999999999998,862b1aa8fffffff
230099651002062,0.08637545100149507,862b18587ffffff
230099651002062,0.019066701635939487,862b1859fffffff
230099651002062,0.8945578473625592,862b18597ffffff
230299563002007,0.043589886569657926,862b181afffffff
230299563002007,0.9564101134303413,862b18037ffffff
230110160003025,1.0,862ba9b6fffffff
230110155004032,0.7415160050326436,862ba9b6fffffff
230110155004032,0.258483994966034,862ba9b4fffffff
230099659001000,0.9999999999999999,862b1879fffffff
230099651001210,0.9999999999999994,862b18517ffffff
230099653004004,0.49458125485291243,862b1ab97ffffff
230099653004004,0.505418745147078,862b1a8cfffffff
230099666003016,0.767312430726996,862b1aaefffffff
230099666003016,0.2326875692730186,862b1bdb7ffffff
230099665003052,0.9999999999999997,862b1aad7ffffff
230099662002068,0.9999999999999992,862b1bd1fffffff
230299551003282,0.5874166861982136,862b18427ffffff
230299551003282,0.4125833138017881,862b18557ffffff
230110230014005,1.0,862b1a44fffffff
230110120001013,0.9999999999999993,862a34d07ffffff
230099665003004,0.00036927211960322844,862b1aa1fffffff
230099665003004,0.9996307278804119,862b1aaafffffff
230099659005062,0.9999999999999998,862b1ab5fffffff
230099666002032,1.0000000000000002,862b1aacfffffff
230099651001229,1.0000000000000007,862b18437ffffff
230110250012002,0.9999999999999993,862b1a4efffffff
230110145001014,1.0,862ba9a2fffffff
230099651003010,0.9597154643138226,862b184b7ffffff
230099651003010,0.0402845356862064,862b184a7ffffff
230099655042008,1.0,862b1ab07ffffff
230099667003009,0.10189436001025286,862b1ab5fffffff
230099667003009,0.8981056399897458,862b1ab57ffffff
230099659001008,1.0,862b1879fffffff
230299558001022,1.0,862b1890fffffff
230299561002000,1.0000000000000007,862b18127ffffff
230299559001024,0.9999999999999998,862b1c6c7ffffff
230099665003047,1.0000000000000007,862b1aad7ffffff
230099657002044,1.0,862b187b7ffffff
230099661001034,1.0000000000000002,862b1869fffffff
230299559002003,0.9646136819851773,862b189b7ffffff
230299559002003,0.03538631801482575,862b189a7ffffff
230299900000007,0.18733423397647464,862b1800fffffff
230299900000007,0.028097555891863864,862b1802fffffff
230299900000007,0.3761811177088122,862b18057ffffff
230299900000007,0.4083870924228711,862b18077ffffff
230110108042009,1.0000000000000009,862a34d27ffffff
230299562003035,1.0000000000000002,862b18137ffffff
230299559003092,0.5143011288714292,862b18d67ffffff
230299559003092,0.485698871128569,862b18d6fffffff
230299551004187,0.8421440444788626,862b1e32fffffff
230299551004187,0.1578559555211357,862b1eadfffffff
230110200001009,1.000000000000001,862b1a71fffffff
230110200001018,1.0000000000000002,862b1a71fffffff
230159755001017,0.47611953121130157,862a34d67ffffff
